member_casual,start_station_name,total_rides
casual,"Public Rack - Cicero Ave & Altgeld St",1
member,"Public Rack - Brainerd Park",1
casual,"Public Rack - Foster Ave & Drake Ave",1
casual,"Public Rack - Ewing Ave & 95th St",1
casual,"Public Rack - Commercial Ave & 89th St",1
member,"Public Rack - Irving Park Rd & Melvina Ave",1
casual,"Public Rack - Champlain Ave & 134th St",1
member,"Public Rack - Harvey Ave & North Ave",1
member,"Public Rack - Ashland Ave & 45th St  S",1
member,"Public Rack - Pulaski Rd & Grenshaw St",1
casual,"Public Rack - Austin & Higgins",1
casual,"Public Rack - Menard Ave & Adams Blvd",1
casual,"Public Rack - Pulaski Rd & 5th Ave",1
casual,"Public Rack - Bensley Ave & 103rd St",1
member,"Public Rack - Bradley Park",1
casual,"Public Rack - Marshfield Ave & 45th St",1
member,"Public Rack - Princeton Ave & 43rd St",1
casual,"Public Rack - Harvey Ave & North Ave",1
casual,"Public Rack - 10101 S Stony Island Ave",1
member,"Public Rack - Central Ave & Congress Pkwy",1
casual,"Public Rack - Western Blvd & 53rd St",1
casual,"Public Rack - Wilbur Wright College North",1
casual,"Public Rack - Holbrook St & Milwaukee Ave",1
casual,"Public Rack - Haft Ave & Milwaukee Ave",1
member,"Public Rack - Lake Park Ave & 44th St",1
casual,"Public Rack - Lowe Ave & 94th St",1
casual,"Public Rack - Devon Ave & Kinzua Ave",1
member,"Public Rack - Avenue O & 118th St",1
member,"Public Rack - Kedzie Ave & 61st Pl E",1
casual,"Public Rack - Cicero Ave & Roscoe St",1
casual,"Public Rack - East End Ave & 87th St",1
member,"Public Rack - Pulaski Rd & Roosevelt Rd",1
member,"Public Rack - Kedzie Ave & 62nd Pl",1
casual,"Public Rack - Kedzie Ave & 61st Pl E",1
casual,"Public Rack - Brighton Park Branch Chicago Library",1
member,"Public Rack - Ave N & 106th St",1
casual,"Public Rack - McVicker Ave & Grand Ave",1
casual,"Public Rack - Pulaski & 52nd",1
member,"Public Rack - Mackinaw Ave & 106th St",1
casual,"Public Rack - N Sayre Ave & W Belden Ave",1
casual,"Public Rack - Washtenaw Ave & 63rd St",1
member,"Public Rack - Pulaski Rd & Polk St",1
member,"Public Rack - Mackinaw Ave & 108th St",1
casual,"Public Rack - Komensky Ave & 26th St",1
casual,"Public Rack - May St & 78th St",1
member,"Public Rack - Ave L & 105th St",1
casual,"Public Rack - Bell Ave & 95th St",1
casual,"Public Rack - Harlem and W. 59th",1
casual,"Public Rack - Vincennes Ave & 77th St",1
member,"Public Rack - Ewing Ave & 112th St",1
casual,"Public Rack - Western Ave & 111th St - NW",1
casual,"Public Rack - 53rd St & Indiana Ave",1
casual,"Public Rack - Cottage Grove Ave & 98th St",1
casual,"Public Rack - Osceola Ave & Touhy Ave",1
casual,"Public Rack - Milwaukee Ave & Catalpa Ave",1
member,"Public Rack - Ashland Ave & 83rd St",1
member,"Public Rack - Throop St & 58th St",1
casual,"Public Rack - Avers Ave & Archer Ave",1
member,"Public Rack - Pulaski Rd & 5th Ave",1
member,"Public Rack - Neva & Foster",1
member,"Public Rack - Saginaw Ave & 93rd St",1
casual,"Public Rack - Cottage Grove & 86th St",1
casual,"Public Rack - Northwest Hwy & Overhill Ave",1
casual,"Public Rack - Clyde Ave & 87th St",1
casual,"Public Rack - Austin Ave & Archer Ave",1
casual,"Public Rack - Spaulding Ave & Foster Ave",1
casual,"Public Rack - Vincennes Ave & 95th Pl",1
member,"Public Rack - Central & Berteau",1
casual,"Public Rack - Lavergne & Lawrence",1
casual,"Public Rack - Kostner Ave & 16th St",1
casual,"Public Rack - Lemont Ave & Keating Ave",1
member,"Public Rack - Jeffery Blvd & 81st St",1
member,"Public Rack - Ashland Ave & 45th St",1
casual,"Public Rack - Kedzie Ave & Walnut St",1
casual,"Public Rack - Cottage Grove Ave & 111th St",1
casual,"Public Rack - Pratt Ave & Odell Ave",1
casual,"Public Rack - Albany Ave & 63rd St",1
member,"Public Rack - Wilbur Wright College North",1
casual,"Public Rack - Pulaski Rd & Stevens Ave",1
casual,"Public Rack - Western Ave & 79th St",1
member,"Public Rack - Ozark Ave & Addison St",1
member,"Public Rack - Calumet Ave & 71st St",1
casual,"Public Rack - Marshfield Ave & 87th St",1
casual,"Public Rack - Kildare Ave & 63rd St",1
casual,"Public Rack - Western Ave & 106th St - West",1
casual,"Public Rack - Western Ave & 110th St",1
casual,"Public Rack - Elizabeth St & 115th St",1
member,"Public Rack - Western Ave & 105th St",1
casual,"Public Rack - Newcastle & Archer",1
casual,"Public Rack - Maryland Ave & 87th ST",1
casual,"Public Rack - Meade Ave & Archer Ave",1
member,"Public Rack - Western Ave & 106th St - East",1
casual,"Public Rack - Nordica Ave & Higgins Ave",1
casual,"Public Rack - Newcastle Ave & Belden Ave",1
casual,"Public Rack - Cottage Grove & 85th St",1
casual,"Public Rack - Western & 74th",1
member,"Public Rack - Homan Ave & 26th St",1
member,"Public Rack - Devon Ave & Minnehaha Ave (east)",1
member,"Public Rack - Mt Greenwood Library N",1
member,"Public Rack - Rockwell & 111th St",1
casual,"Public Rack - Brooks Park",1
casual,"Public Rack - Central Ave & George St",1
casual,"Public Rack - Halsted St & 113th St",1
member,"Public Rack - Western Ave & 107th Pl",1
member,"Public Rack - Western Ave & 111th St - SE",1
member,"Public Rack - Ashland Ave & 91st St",1
member,"Public Rack - Hale Ave & 111th St",1
member,"Public Rack - Western Ave & 98th St",1
casual,"Public Rack - Ewing Ave & 99th St",1
member,"Public Rack - Albany Ave & 103rd St",1
member,"Public Rack - Christiana Ave & 111th St",1
casual,"Public Rack - Morgan St & 87th St",1
member,"Public Rack - Pulaski Rd & 41st",1
casual,"Public Rack - Rockwell Ave & 71st St",1
member,"Public Rack - Kedzie & 103rd St - East",1
member,"Public Rack - Irving Park Rd & Austin Ave",1
casual,"Public Rack - Yates Ave & 100th St",1
casual,"Public Rack - Stewart Ave & 123rd St",1
casual,"Public Rack - Leoti Ave & Central Ave (south)",1
member,"Public Rack - Kedzie & 103rd St - W",1
member,"Public Rack - Pulaski Rd & Lake St",1
member,"Public Rack - Oketo Ave & Belmont Ave",1
member,"Public Rack - Newcastle Ave & Belmont Ave",1
casual,"Public Rack - W. Talcott & N. Oriole",1
member,"Public Rack - Parnell Ave & 98th St",1
member,"Public Rack - Harriet E Sayre Public School",1
casual,"Public Rack - Lawndale Ave & 63rd St",1
casual,"Public Rack - Brandon Ave & 91st St",1
member,"Public Rack - Newland Ave & Diversey Ave",1
casual,"Public Rack - Mason & Archer",1
casual,"Public Rack - Western Ave & 106th St - East",1
member,"Public Rack - Newcastle Ave & Wellington Ave",1
casual,"Public Rack - Kildare Ave & North Ave",1
member,"Public Rack - Halsted St & 94th St",1
casual,"MTV Hubbard St",1
member,"Public Rack - Kedvale Ave & Addison St",1
member,"Public Rack - Cicero Ave & Wellington Ave",1
casual,"Public Rack - Al Raby School",1
casual,"Public Rack - Kostner Ave & Diversey Ave",1
casual,"Public Rack - Austin Ave & Wrightwood Ave",1
casual,"Public Rack - Leclaire Ave & Division St",1
member,"Public Rack - Lowe Ave & 94th St",1
member,"Public Rack - Lowe Ave & 98th St",1
casual,"Public Rack - May St & 87th St",1
casual,"Public Rack - Lafayette Ave & 87th St - NW",1
casual,"Public Rack - Mulligan Ave & 56th St",1
casual,"Public Rack - Pulaski Rd & 85th St",1
casual,"Public Rack - Mt Greenwood Library - South",1
member,"Public Rack - Nordica Ave & Addison St",1
casual,"Public Rack - Maplewood Ave & 63rd St",1
casual,"Public Rack - 4810 Keeler Ave",1
member,"Public Rack - Vincennes Ave & 91st St",1
member,"Public Rack - Crandon Ave & 80th St",1
casual,"Public Rack - Ave N & 106th St",1
casual,"Public Rack - Langley Ave & 79th St",1
casual,"Public Rack - Pullman - Ross Dress for Less",1
casual,"Public Rack - Mackinaw Ave & 106th St",1
member,"Public Rack - Western Ave & 107th St",1
member,"Public Rack - Hiawatha Ave & Minnehaha Ave",1
casual,"Public Rack - Normal Blvd & 61st Pl",1
member,"Public Rack - S Kostner Ave & W 18th Pl",1
casual,"Public Rack - Hamlin Ave & Grand Ave",1
member,"Public Rack - Kedvale Ave & 26th St",1
casual,"Public Rack - Ewing Ave & 106th St",1
casual,"Public Rack - St Louis Ave & Flournoy St",1
casual,"Public Rack - Baltimore Ave & 132nd St",1
casual,"Public Rack - Indiana Ave & 111th St",1
member,"Public Rack - Cottage Grove Ave & 98th St",1
member,"Public Rack - Racine Ave & 83rd St",1
casual,"Public Rack - Lawndale Ave & 23rd St",1
member,"Public Rack - Keeler Ave & 26th St",1
member,"Public Rack - Kostner Ave & 16th St",1
member,"Public Rack - Torrence Ave & 103rd St",1
member,"Public Rack - Piotrowski Park",1
member,"Public Rack - Laporte Ave & Armitage Ave",1
member,"Public Rack - Pulaski Rd & 51st Rd",1
member,"Public Rack - Oglesby Ave & 105th St",1
member,"Public Rack - 56th St & Mulligan Ave",1
casual,"Public Rack - Harvard Ave & 119th St",1
casual,"Public Rack - Hamilton Ave & 95th St",1
member,"Public Rack - Torrence Ave  & 106th St",1
casual,"Public Rack - Homewood Ave & Monterey Ave",1
casual,"Public Rack - Pulaski Rd & 41st",1
casual,"Public Rack - Wrightwood Metra Station",1
member,"Public Rack - Zapata Academy",1
casual,"Public Rack - Devon Ave & Minnehaha Ave (east)",1
member,"Public Rack - May St & 78th St",1
casual,"Public Rack - Parkside & Archer",1
casual,"Public Rack - Austin Branch Chicago Public Library",1
casual,"Public Rack - Mobile Ave & Archer Ave",1
casual,"Public Rack - Troy & 111th St",1
